model,n_features,n_splits,scorer,outliers,scores
LinearRegression,10,5,r2_score,yes,"[-5.51401761e+02 -1.54632190e+00 -1.86483931e-01 -5.14316985e-01
 -1.82122554e+04]"
LinearRegression,10,5,r2_score,no,"[-3.37243607e+01 -8.92527532e-01 -4.72536550e-02 -7.31386815e-01
 -7.33870821e+02]"
LinearRegression,10,5,mae,yes,[-0.57024752 -1.14978876 -0.49751252 -1.49863022 -3.2567017 ]
LinearRegression,10,5,mae,no,[-0.24332134 -0.88744082 -0.67665796 -1.66557143 -0.86241821]
LinearRegression,10,5,mse,yes,"[5.51401761e+02 1.54632190e+00 1.86483931e-01 5.14316985e-01
 1.82122554e+04]"
LinearRegression,10,5,mse,no,"[3.37243607e+01 8.92527532e-01 4.72536550e-02 7.31386815e-01
 7.33870821e+02]"
LinearRegression,11,5,r2_score,yes,"[-4.58524922e+02 -1.49629431e+00 -2.10231660e-01 -5.03901104e-01
 -1.19858409e+04]"
LinearRegression,11,5,r2_score,no,"[-3.35439490e+01 -9.25060090e-01 -3.66418685e-02 -7.85747863e-01
 -5.84736817e+02]"
LinearRegression,11,5,mae,yes,[-0.54838946 -1.14179563 -0.4977551  -1.48640154 -2.50987216]
LinearRegression,11,5,mae,no,[-0.2426245  -0.89793592 -0.67479743 -1.68532521 -0.79744079]
LinearRegression,11,5,mse,yes,"[4.58524922e+02 1.49629431e+00 2.10231660e-01 5.03901104e-01
 1.19858409e+04]"
LinearRegression,11,5,mse,no,"[3.35439490e+01 9.25060090e-01 3.66418685e-02 7.85747863e-01
 5.84736817e+02]"
LinearRegression,12,5,r2_score,yes,"[-1.98622077e+01 -1.50254777e+00 -5.42696034e-01 -5.05904542e-01
 -1.23462932e+04]"
LinearRegression,12,5,r2_score,no,"[-2.82699731e+01 -7.62643692e-01 -4.31620728e-02 -7.28441702e-01
 -4.12751675e+02]"
LinearRegression,12,5,mae,yes,[-0.24220506 -1.13782129 -0.53665624 -1.48453931 -2.55584187]
LinearRegression,12,5,mae,no,[-0.22673615 -0.84808671 -0.63529453 -1.71592907 -0.76077516]
LinearRegression,12,5,mse,yes,"[1.98622077e+01 1.50254777e+00 5.42696034e-01 5.05904542e-01
 1.23462932e+04]"
LinearRegression,12,5,mse,no,"[2.82699731e+01 7.62643692e-01 4.31620728e-02 7.28441702e-01
 4.12751675e+02]"
LinearRegression,13,5,r2_score,yes,"[-1.94993169e+01 -1.51284219e+00 -5.29994633e-01 -5.13697094e-01
 -1.17696573e+04]"
LinearRegression,13,5,r2_score,no,"[-2.74009428e+01 -8.15245324e-01 -4.04487361e-02 -7.35185383e-01
 -3.07251712e+02]"
LinearRegression,13,5,mae,yes,[-0.23357658 -1.14696033 -0.52532829 -1.49323606 -2.47364095]
LinearRegression,13,5,mae,no,[-0.22235107 -0.87517779 -0.63393314 -1.67352532 -0.7110984 ]
LinearRegression,13,5,mse,yes,"[1.94993169e+01 1.51284219e+00 5.29994633e-01 5.13697094e-01
 1.17696573e+04]"
LinearRegression,13,5,mse,no,"[2.74009428e+01 8.15245324e-01 4.04487361e-02 7.35185383e-01
 3.07251712e+02]"
LinearRegression,14,5,r2_score,yes,"[-1.63922781e+01 -1.48749665e+00 -1.03105759e+00 -5.24810983e-01
 -1.16593574e+04]"
LinearRegression,14,5,r2_score,no,"[-2.74009428e+01 -8.15245324e-01 -4.04487361e-02 -7.35185383e-01
 -3.07251712e+02]"
LinearRegression,14,5,mae,yes,[-0.22012452 -1.13766892 -0.58535513 -1.50478161 -2.45225025]
LinearRegression,14,5,mae,no,[-0.22235107 -0.87517779 -0.63393314 -1.67352532 -0.7110984 ]
LinearRegression,14,5,mse,yes,"[1.63922781e+01 1.48749665e+00 1.03105759e+00 5.24810983e-01
 1.16593574e+04]"
LinearRegression,14,5,mse,no,"[2.74009428e+01 8.15245324e-01 4.04487361e-02 7.35185383e-01
 3.07251712e+02]"
LinearRegression,15,5,r2_score,yes,"[-1.63922781e+01 -1.54588590e+00 -1.14179530e+00 -4.58846009e-01
 -1.62155234e+04]"
LinearRegression,15,5,r2_score,no,"[-2.74009428e+01 -8.63530596e-01 -2.92723235e-02 -6.35742616e-01
 -9.65269257e+01]"
LinearRegression,15,5,mae,yes,[-0.22012452 -1.15130917 -0.63245487 -1.46392314 -2.33896092]
LinearRegression,15,5,mae,no,[-0.22235107 -0.88680155 -0.64975138 -1.62370105 -0.33320181]
LinearRegression,15,5,mse,yes,"[1.63922781e+01 1.54588590e+00 1.14179530e+00 4.58846009e-01
 1.62155234e+04]"
LinearRegression,15,5,mse,no,"[2.74009428e+01 8.63530596e-01 2.92723235e-02 6.35742616e-01
 9.65269257e+01]"
Ridge,2,2,r2_score,yes,[-0.40666784 -0.12791072]
Ridge,2,2,r2_score,no,[-0.3415869  -0.23409595]
Ridge,2,2,mae,yes,[-0.64761671 -0.94777674]
Ridge,2,2,mae,no,[-0.5723583  -1.03428574]
Ridge,2,2,mse,yes,[0.40666784 0.12791072]
Ridge,2,2,mse,no,[0.3415869  0.23409595]
Ridge,3,2,r2_score,yes,[-0.40693973 -0.13164673]
Ridge,3,2,r2_score,no,[-0.34120605 -0.23339987]
Ridge,3,2,mae,yes,[-0.64742907 -0.89483598]
Ridge,3,2,mae,no,[-0.57241848 -1.02642177]
Ridge,3,2,mse,yes,[0.40693973 0.13164673]
Ridge,3,2,mse,no,[0.34120605 0.23339987]
Ridge,4,2,r2_score,yes,[-0.42283194 -0.11859495]
Ridge,4,2,r2_score,no,[-0.33829299 -0.23609126]
Ridge,4,2,mae,yes,[-0.67049126 -0.8994564 ]
Ridge,4,2,mae,no,[-0.57190894 -1.03542006]
Ridge,4,2,mse,yes,[0.42283194 0.11859495]
Ridge,4,2,mse,no,[0.33829299 0.23609126]
Ridge,5,2,r2_score,yes,[-0.4223743  -0.13998219]
Ridge,5,2,r2_score,no,[-0.34360784 -0.22803742]
Ridge,5,2,mae,yes,[-0.67205507 -0.90506145]
Ridge,5,2,mae,no,[-0.57755739 -1.04686375]
Ridge,5,2,mse,yes,[0.4223743  0.13998219]
Ridge,5,2,mse,no,[0.34360784 0.22803742]
Ridge,6,2,r2_score,yes,[-0.43369914 -0.14491522]
Ridge,6,2,r2_score,no,[-0.35941454 -0.21457562]
Ridge,6,2,mae,yes,[-0.66400563 -0.89867633]
Ridge,6,2,mae,no,[-0.57390165 -1.05239212]
Ridge,6,2,mse,yes,[0.43369914 0.14491522]
Ridge,6,2,mse,no,[0.35941454 0.21457562]
Ridge,7,2,r2_score,yes,[-0.46090186 -0.16600475]
Ridge,7,2,r2_score,no,[-0.42488918 -0.23941464]
Ridge,7,2,mae,yes,[-0.66668085 -0.91627816]
Ridge,7,2,mae,no,[-0.5774611  -1.08181278]
Ridge,7,2,mse,yes,[0.46090186 0.16600475]
Ridge,7,2,mse,no,[0.42488918 0.23941464]
Ridge,8,2,r2_score,yes,[-0.44130307 -0.15418229]
Ridge,8,2,r2_score,no,[-0.39895794 -0.23473598]
Ridge,8,2,mae,yes,[-0.66798191 -0.8689215 ]
Ridge,8,2,mae,no,[-0.57729707 -0.98241582]
Ridge,8,2,mse,yes,[0.44130307 0.15418229]
Ridge,8,2,mse,no,[0.39895794 0.23473598]
Ridge,9,2,r2_score,yes,[-0.43926677 -0.42877143]
Ridge,9,2,r2_score,no,[-0.40072626 -0.23324254]
Ridge,9,2,mae,yes,[-0.6673513  -1.05654538]
Ridge,9,2,mae,no,[-0.57776567 -0.98891565]
Ridge,9,2,mse,yes,[0.43926677 0.42877143]
Ridge,9,2,mse,no,[0.40072626 0.23324254]
Ridge,10,2,r2_score,yes,[-0.6419688  -0.42676605]
Ridge,10,2,r2_score,no,[-0.42722419 -0.22443533]
Ridge,10,2,mae,yes,[-0.70608421 -1.15613345]
Ridge,10,2,mae,no,[-0.57861783 -0.98932313]
Ridge,10,2,mse,yes,[0.6419688  0.42676605]
Ridge,10,2,mse,no,[0.42722419 0.22443533]
Ridge,11,2,r2_score,yes,[-0.62493403 -0.31825334]
Ridge,11,2,r2_score,no,[-0.43534011 -0.23751996]
Ridge,11,2,mae,yes,[-0.7030951  -1.08702268]
Ridge,11,2,mae,no,[-0.58225675 -0.99849339]
Ridge,11,2,mse,yes,[0.62493403 0.31825334]
Ridge,11,2,mse,no,[0.43534011 0.23751996]
Ridge,12,2,r2_score,yes,[-0.64325137 -0.27689395]
Ridge,12,2,r2_score,no,[-0.40477761 -0.20132673]
Ridge,12,2,mae,yes,[-0.71173504 -1.05459498]
Ridge,12,2,mae,no,[-0.57192869 -0.98527558]
Ridge,12,2,mse,yes,[0.64325137 0.27689395]
Ridge,12,2,mse,no,[0.40477761 0.20132673]
Ridge,13,2,r2_score,yes,[-0.65863013 -0.30301294]
Ridge,13,2,r2_score,no,[-0.43542947 -0.21206744]
Ridge,13,2,mae,yes,[-0.71489234 -1.07583591]
Ridge,13,2,mae,no,[-0.58074516 -1.00999178]
Ridge,13,2,mse,yes,[0.65863013 0.30301294]
Ridge,13,2,mse,no,[0.43542947 0.21206744]
Ridge,14,2,r2_score,yes,[-0.66272973 -0.33475577]
Ridge,14,2,r2_score,no,[-0.43542947 -0.21206744]
Ridge,14,2,mae,yes,[-0.71372465 -1.10438114]
Ridge,14,2,mae,no,[-0.58074516 -1.00999178]
Ridge,14,2,mse,yes,[0.66272973 0.33475577]
Ridge,14,2,mse,no,[0.43542947 0.21206744]
Ridge,15,2,r2_score,yes,[-0.71114041 -0.34624172]
Ridge,15,2,r2_score,no,[-0.48811989 -0.18846485]
Ridge,15,2,mae,yes,[-0.72353496 -1.10150619]
Ridge,15,2,mae,no,[-0.5856715  -1.01403738]
Ridge,15,2,mse,yes,[0.71114041 0.34624172]
Ridge,15,2,mse,no,[0.48811989 0.18846485]
Ridge,2,3,r2_score,yes,[-4.78997176e-01 -2.30845753e-01 -6.93080117e+02]
Ridge,2,3,r2_score,no,[-0.34424458 -0.38538229 -1.48955427]
Ridge,2,3,mae,yes,[-0.76351639 -1.23927665 -0.96487361]
Ridge,2,3,mae,no,[-0.63738467 -1.34287243 -0.89105561]
Ridge,2,3,mse,yes,[4.78997176e-01 2.30845753e-01 6.93080117e+02]
Ridge,2,3,mse,no,[0.34424458 0.38538229 1.48955427]
Ridge,3,3,r2_score,yes,[-4.78973441e-01 -2.33676703e-01 -7.86413078e+02]
Ridge,3,3,r2_score,no,[-0.34379691 -0.38337319 -3.94648051]
Ridge,3,3,mae,yes,[-0.76361643 -1.23944269 -1.14338102]
Ridge,3,3,mae,no,[-0.63742735 -1.3424113  -1.30020681]
Ridge,3,3,mse,yes,[4.78973441e-01 2.33676703e-01 7.86413078e+02]
Ridge,3,3,mse,no,[0.34379691 0.38337319 3.94648051]
Ridge,4,3,r2_score,yes,[-4.93205869e-01 -2.27624033e-01 -8.20649523e+02]
Ridge,4,3,r2_score,no,[-0.3447122  -0.38086504 -4.04473271]
Ridge,4,3,mae,yes,[-0.77452484 -1.23012153 -1.13924021]
Ridge,4,3,mae,no,[-0.63761164 -1.34131647 -1.31147387]
Ridge,4,3,mse,yes,[4.93205869e-01 2.27624033e-01 8.20649523e+02]
Ridge,4,3,mse,no,[0.3447122  0.38086504 4.04473271]
Ridge,5,3,r2_score,yes,[-4.92130892e-01 -2.61885468e-01 -9.49602558e+02]
Ridge,5,3,r2_score,no,[-0.34551226 -0.37687296 -4.98150437]
Ridge,5,3,mae,yes,[-0.77442966 -1.252421   -1.22636678]
Ridge,5,3,mae,no,[-0.63742589 -1.33616209 -1.43395253]
Ridge,5,3,mse,yes,[4.92130892e-01 2.61885468e-01 9.49602558e+02]
Ridge,5,3,mse,no,[0.34551226 0.37687296 4.98150437]
Ridge,6,3,r2_score,yes,[-5.24998075e-01 -2.86350137e-01 -3.20490698e+03]
Ridge,6,3,r2_score,no,[-0.36752808 -0.39111594 -5.6341745 ]
Ridge,6,3,mae,yes,[-0.76720521 -1.25186204 -1.60938832]
Ridge,6,3,mae,no,[-0.6300068  -1.34073226 -1.50388127]
Ridge,6,3,mse,yes,[5.24998075e-01 2.86350137e-01 3.20490698e+03]
Ridge,6,3,mse,no,[0.36752808 0.39111594 5.6341745 ]
Ridge,7,3,r2_score,yes,[-5.42889676e-01 -2.87002995e-01 -3.21955378e+03]
Ridge,7,3,r2_score,no,[-0.43250213 -0.39879343 -5.75019017]
Ridge,7,3,mae,yes,[-0.77438408 -1.25568184 -1.60554581]
Ridge,7,3,mae,no,[-0.62819961 -1.3359873  -1.51916742]
Ridge,7,3,mse,yes,[5.42889676e-01 2.87002995e-01 3.21955378e+03]
Ridge,7,3,mse,no,[0.43250213 0.39879343 5.75019017]
Ridge,8,3,r2_score,yes,[-5.14586876e-01 -3.15032945e-01 -3.21320612e+03]
Ridge,8,3,r2_score,no,[-0.4227212  -0.38806244 -4.83788506]
Ridge,8,3,mae,yes,[-0.76752161 -1.2932648  -1.60794537]
Ridge,8,3,mae,no,[-0.63038173 -1.33518388 -1.40951166]
Ridge,8,3,mse,yes,[5.14586876e-01 3.15032945e-01 3.21320612e+03]
Ridge,8,3,mse,no,[0.4227212  0.38806244 4.83788506]
Ridge,9,3,r2_score,yes,[-5.14235571e-01 -3.02594536e-01 -5.69745660e+03]
Ridge,9,3,r2_score,no,[-0.42690686 -0.37804645 -4.72811719]
Ridge,9,3,mae,yes,[-0.76739987 -1.2924751  -2.05487157]
Ridge,9,3,mae,no,[-0.63163609 -1.33283282 -1.3647352 ]
Ridge,9,3,mse,yes,[5.14235571e-01 3.02594536e-01 5.69745660e+03]
Ridge,9,3,mse,no,[0.42690686 0.37804645 4.72811719]
Ridge,10,3,r2_score,yes,[-7.61953227e-01 -2.51122596e-01 -5.83802381e+03]
Ridge,10,3,r2_score,no,[-0.47571392 -0.36642652 -3.23670969]
Ridge,10,3,mae,yes,[-0.81355218 -1.23726265 -1.76696605]
Ridge,10,3,mae,no,[-0.63426685 -1.33553975 -1.16003245]
Ridge,10,3,mse,yes,[7.61953227e-01 2.51122596e-01 5.83802381e+03]
Ridge,10,3,mse,no,[0.47571392 0.36642652 3.23670969]
Ridge,11,3,r2_score,yes,[-7.57403026e-01 -2.37859383e-01 -4.27855500e+03]
Ridge,11,3,r2_score,no,[-0.48252131 -0.36979851 -2.92951585]
Ridge,11,3,mae,yes,[-0.80417013 -1.22712009 -1.46031855]
Ridge,11,3,mae,no,[-0.63205567 -1.33727453 -1.12759246]
Ridge,11,3,mse,yes,[7.57403026e-01 2.37859383e-01 4.27855500e+03]
Ridge,11,3,mse,no,[0.48252131 0.36979851 2.92951585]
Ridge,12,3,r2_score,yes,[-7.52824087e-01 -2.84598290e-01 -4.24174633e+03]
Ridge,12,3,r2_score,no,[-0.44027207 -0.33733534 -3.40966045]
Ridge,12,3,mae,yes,[-0.7976348  -1.25479923 -1.45486234]
Ridge,12,3,mae,no,[-0.62157393 -1.31311113 -1.21135621]
Ridge,12,3,mse,yes,[7.52824087e-01 2.84598290e-01 4.24174633e+03]
Ridge,12,3,mse,no,[0.44027207 0.33733534 3.40966045]
Ridge,13,3,r2_score,yes,[-7.74360879e-01 -2.90870067e-01 -4.09560130e+03]
Ridge,13,3,r2_score,no,[-0.48161546 -0.33487341 -2.78618527]
Ridge,13,3,mae,yes,[-0.80136712 -1.25344036 -1.41764039]
Ridge,13,3,mae,no,[-0.6364747  -1.31055192 -1.08024308]
Ridge,13,3,mse,yes,[7.74360879e-01 2.90870067e-01 4.09560130e+03]
Ridge,13,3,mse,no,[0.48161546 0.33487341 2.78618527]
Ridge,14,3,r2_score,yes,[-7.89467667e-01 -3.05528961e-01 -4.04535891e+03]
Ridge,14,3,r2_score,no,[-0.48161546 -0.33487341 -2.78618527]
Ridge,14,3,mae,yes,[-0.8080344  -1.27054826 -1.41451799]
Ridge,14,3,mae,no,[-0.6364747  -1.31055192 -1.08024308]
Ridge,14,3,mse,yes,[7.89467667e-01 3.05528961e-01 4.04535891e+03]
Ridge,14,3,mse,no,[0.48161546 0.33487341 2.78618527]
Ridge,15,3,r2_score,yes,[-7.40799192e-01 -2.59303061e-01 -6.20197109e+03]
Ridge,15,3,r2_score,no,[-0.48161546 -0.2973356  -1.37148718]
Ridge,15,3,mae,yes,[-0.80835082 -1.2669131  -1.40906869]
Ridge,15,3,mae,no,[-0.6364747  -1.29912983 -0.798813  ]
Ridge,15,3,mse,yes,[7.40799192e-01 2.59303061e-01 6.20197109e+03]
Ridge,15,3,mse,no,[0.48161546 0.2973356  1.37148718]
Ridge,2,4,r2_score,yes,[-2.69121518e-01  5.61337918e-04 -4.04532329e-01 -2.25444518e+02]
Ridge,2,4,r2_score,no,[-3.06079321e-01 -1.07053285e-01 -8.28363439e-01 -3.19224068e+02]
Ridge,2,4,mae,yes,[-0.60175874 -0.57761693 -1.39622588 -0.61588287]
Ridge,2,4,mae,no,[-0.5866952  -0.45881706 -1.70804078 -0.77580823]
Ridge,2,4,mse,yes,[ 2.69121518e-01 -5.61337918e-04  4.04532329e-01  2.25444518e+02]
Ridge,2,4,mse,no,[3.06079321e-01 1.07053285e-01 8.28363439e-01 3.19224068e+02]
Ridge,3,4,r2_score,yes,[-2.68399749e-01  1.84606476e-03 -4.04893823e-01 -3.63804531e+02]
Ridge,3,4,r2_score,no,[-3.05070672e-01 -1.12396114e-01 -8.29462219e-01 -5.42647564e+02]
Ridge,3,4,mae,yes,[-0.6022224  -0.57622155 -1.3806707  -0.59586127]
Ridge,3,4,mae,no,[-0.58666316 -0.46141039 -1.7078474  -1.01315889]
Ridge,3,4,mse,yes,[ 2.68399749e-01 -1.84606476e-03  4.04893823e-01  3.63804531e+02]
Ridge,3,4,mse,no,[3.05070672e-01 1.12396114e-01 8.29462219e-01 5.42647564e+02]
Ridge,4,4,r2_score,yes,[-2.64850804e-01 -4.15805118e-02 -3.95599097e-01 -3.09721586e+02]
Ridge,4,4,r2_score,no,[-3.05959307e-01 -1.02503997e-01 -8.30249325e-01 -5.55552891e+02]
Ridge,4,4,mae,yes,[-0.60570114 -0.59771781 -1.37569941 -0.5859992 ]
Ridge,4,4,mae,no,[-0.58686901 -0.45898511 -1.71424664 -1.02289193]
Ridge,4,4,mse,yes,[2.64850804e-01 4.15805118e-02 3.95599097e-01 3.09721586e+02]
Ridge,4,4,mse,no,[3.05959307e-01 1.02503997e-01 8.30249325e-01 5.55552891e+02]
Ridge,5,4,r2_score,yes,[-2.64605406e-01 -3.12255963e-02 -4.44483323e-01 -4.35192129e+02]
Ridge,5,4,r2_score,no,[-3.11294644e-01 -1.00222770e-01 -8.21317051e-01 -6.26553001e+02]
Ridge,5,4,mae,yes,[-0.60554213 -0.5869867  -1.41230504 -0.6689798 ]
Ridge,5,4,mae,no,[-0.58711897 -0.45688656 -1.70864406 -1.08355927]
Ridge,5,4,mse,yes,[2.64605406e-01 3.12255963e-02 4.44483323e-01 4.35192129e+02]
Ridge,5,4,mse,no,[3.11294644e-01 1.00222770e-01 8.21317051e-01 6.26553001e+02]
Ridge,6,4,r2_score,yes,[-3.02715233e-01 -1.52672691e-02 -5.00890533e-01 -2.61312776e+03]
Ridge,6,4,r2_score,no,[-3.47189615e-01 -1.42304648e-01 -8.57677973e-01 -7.57286551e+02]
Ridge,6,4,mae,yes,[-0.60214829 -0.57644653 -1.42907037 -1.12767402]
Ridge,6,4,mae,no,[-0.58304425 -0.47266898 -1.72863369 -1.18578461]
Ridge,6,4,mse,yes,[3.02715233e-01 1.52672691e-02 5.00890533e-01 2.61312776e+03]
Ridge,6,4,mse,no,[3.47189615e-01 1.42304648e-01 8.57677973e-01 7.57286551e+02]
Ridge,7,4,r2_score,yes,[-4.07771005e-01 -1.71320218e-02 -5.02914170e-01 -2.62711277e+03]
Ridge,7,4,r2_score,no,[-4.09501095e-01 -1.48455048e-01 -8.60379447e-01 -7.51332143e+02]
Ridge,7,4,mae,yes,[-0.62422586 -0.5772615  -1.44292921 -1.12694732]
Ridge,7,4,mae,no,[-0.59368059 -0.45607244 -1.7175658  -1.17957131]
Ridge,7,4,mse,yes,[4.07771005e-01 1.71320218e-02 5.02914170e-01 2.62711277e+03]
Ridge,7,4,mse,no,[4.09501095e-01 1.48455048e-01 8.60379447e-01 7.51332143e+02]
Ridge,8,4,r2_score,yes,[-3.33881986e-01 -2.18961191e-01 -5.05171855e-01 -2.76494619e+03]
Ridge,8,4,r2_score,no,[-3.51429605e-01 -2.02250829e-01 -8.47292963e-01 -6.30424317e+02]
Ridge,8,4,mae,yes,[-0.61769068 -0.58033728 -1.44604255 -1.12375713]
Ridge,8,4,mae,no,[-0.59699086 -0.45059478 -1.71387046 -1.07441809]
Ridge,8,4,mse,yes,[3.33881986e-01 2.18961191e-01 5.05171855e-01 2.76494619e+03]
Ridge,8,4,mse,no,[3.51429605e-01 2.02250829e-01 8.47292963e-01 6.30424317e+02]
Ridge,9,4,r2_score,yes,[-3.34179463e-01 -2.08114109e-01 -4.94467081e-01 -6.44640616e+03]
Ridge,9,4,r2_score,no,[-3.55630138e-01 -2.08825183e-01 -8.38627036e-01 -6.85170326e+02]
Ridge,9,4,mae,yes,[-0.61784863 -0.59290211 -1.43497174 -1.88264971]
Ridge,9,4,mae,no,[-0.59948965 -0.46071108 -1.70563603 -1.05700885]
Ridge,9,4,mse,yes,[3.34179463e-01 2.08114109e-01 4.94467081e-01 6.44640616e+03]
Ridge,9,4,mse,no,[3.55630138e-01 2.08825183e-01 8.38627036e-01 6.85170326e+02]
Ridge,10,4,r2_score,yes,[-6.33657325e-01 -6.57519472e-02 -4.48867959e-01 -6.68423317e+03]
Ridge,10,4,r2_score,no,[-3.37634232e-01 -3.42205110e-01 -8.22998544e-01 -4.26108884e+02]
Ridge,10,4,mae,yes,[-0.67198042 -0.56238707 -1.38162579 -1.67267312]
Ridge,10,4,mae,no,[-0.59516357 -0.47590948 -1.70409862 -0.79934089]
Ridge,10,4,mse,yes,[6.33657325e-01 6.57519472e-02 4.48867959e-01 6.68423317e+03]
Ridge,10,4,mse,no,[3.37634232e-01 3.42205110e-01 8.22998544e-01 4.26108884e+02]
Ridge,11,4,r2_score,yes,[-6.10367545e-01 -1.87925246e-01 -4.30077499e-01 -4.69094065e+03]
Ridge,11,4,r2_score,no,[-3.37824997e-01 -5.65220172e-01 -8.20364376e-01 -3.60283927e+02]
Ridge,11,4,mae,yes,[-0.66061074 -0.59035713 -1.36264604 -1.24670736]
Ridge,11,4,mae,no,[-0.59560796 -0.49271898 -1.70285754 -0.75852402]
Ridge,11,4,mse,yes,[6.10367545e-01 1.87925246e-01 4.30077499e-01 4.69094065e+03]
Ridge,11,4,mse,no,[3.37824997e-01 5.65220172e-01 8.20364376e-01 3.60283927e+02]
Ridge,12,4,r2_score,yes,[-6.42211373e-01 -3.63152841e-01 -4.35687345e-01 -4.75448169e+03]
Ridge,12,4,r2_score,no,[-2.73490209e-01 -5.20472160e-01 -7.88487195e-01 -3.45400943e+02]
Ridge,12,4,mae,yes,[-0.66175991 -0.6022894  -1.3640147  -1.25663321]
Ridge,12,4,mae,no,[-0.58137671 -0.44890429 -1.70613089 -0.78564371]
Ridge,12,4,mse,yes,[6.42211373e-01 3.63152841e-01 4.35687345e-01 4.75448169e+03]
Ridge,12,4,mse,no,[2.73490209e-01 5.20472160e-01 7.88487195e-01 3.45400943e+02]
Ridge,13,4,r2_score,yes,[-6.35906875e-01 -3.64459367e-01 -4.48950240e-01 -4.54954908e+03]
Ridge,13,4,r2_score,no,[  -0.31115008   -0.52641567   -0.78678761 -262.33356246]
Ridge,13,4,mae,yes,[-0.64865056 -0.59495555 -1.36803387 -1.21041493]
Ridge,13,4,mae,no,[-0.58714886 -0.45064339 -1.69609264 -0.6534088 ]
Ridge,13,4,mse,yes,[6.35906875e-01 3.64459367e-01 4.48950240e-01 4.54954908e+03]
Ridge,13,4,mse,no,[  0.31115008   0.52641567   0.78678761 262.33356246]
Ridge,14,4,r2_score,yes,[-6.73014041e-01 -5.35508600e-01 -4.57168603e-01 -4.48325369e+03]
Ridge,14,4,r2_score,no,[  -0.31115008   -0.52641567   -0.78678761 -262.33356246]
Ridge,14,4,mae,yes,[-0.65730357 -0.61378144 -1.37390852 -1.19644899]
Ridge,14,4,mae,no,[-0.58714886 -0.45064339 -1.69609264 -0.6534088 ]
Ridge,14,4,mse,yes,[6.73014041e-01 5.35508600e-01 4.57168603e-01 4.48325369e+03]
Ridge,14,4,mse,no,[  0.31115008   0.52641567   0.78678761 262.33356246]
Ridge,15,4,r2_score,yes,[-6.73014041e-01 -6.96801367e-01 -4.11705949e-01 -6.84838428e+03]
Ridge,15,4,r2_score,no,[  -0.31115008   -0.62958444   -0.75062473 -104.69498227]
Ridge,15,4,mae,yes,[-0.65730357 -0.75080666 -1.35635644 -1.1007003 ]
Ridge,15,4,mae,no,[-0.58714886 -0.53538087 -1.68007298 -0.34403217]
Ridge,15,4,mse,yes,[6.73014041e-01 6.96801367e-01 4.11705949e-01 6.84838428e+03]
Ridge,15,4,mse,no,[  0.31115008   0.62958444   0.75062473 104.69498227]
Ridge,2,5,r2_score,yes,[ -8.99961588  -1.07305464  -0.20494454  -0.51996729 -97.00882036]
Ridge,2,5,r2_score,no,"[-8.30059654e+00 -8.08958849e-01  2.75876151e-02 -8.51772043e-01
 -1.63380853e+02]"
Ridge,2,5,mae,yes,[-0.16686127 -1.05820237 -0.51647969 -1.52947703 -0.42825781]
Ridge,2,5,mae,no,[-0.13669138 -0.89690853 -0.59331181 -1.76365466 -0.57879374]
Ridge,2,5,mse,yes,[ 8.99961588  1.07305464  0.20494454  0.51996729 97.00882036]
Ridge,2,5,mse,no,"[ 8.30059654e+00  8.08958849e-01 -2.75876151e-02  8.51772043e-01
  1.63380853e+02]"
Ridge,3,5,r2_score,yes,"[-9.16451216e+00 -1.07291774e+00 -1.99842030e-01 -5.16878602e-01
 -4.12134905e+02]"
Ridge,3,5,r2_score,no,"[-8.41417898e+00 -8.08724893e-01  2.69527075e-02 -8.53199926e-01
 -1.53499175e+02]"
Ridge,3,5,mae,yes,[-0.16906066 -1.05805792 -0.51476193 -1.48292061 -0.48545471]
Ridge,3,5,mae,no,[-0.13852234 -0.89698041 -0.5938056  -1.75773639 -0.56079283]
Ridge,3,5,mse,yes,"[9.16451216e+00 1.07291774e+00 1.99842030e-01 5.16878602e-01
 4.12134905e+02]"
Ridge,3,5,mse,no,"[ 8.41417898e+00  8.08724893e-01 -2.69527075e-02  8.53199926e-01
  1.53499175e+02]"
Ridge,4,5,r2_score,yes,"[-1.00055713e+01 -1.09004641e+00 -1.72357970e-01 -5.08165062e-01
 -3.44970221e+02]"
Ridge,4,5,r2_score,no,"[-8.44584958e+00 -8.02672858e-01  2.75868364e-02 -8.54043731e-01
 -1.74146262e+02]"
Ridge,4,5,mae,yes,[-0.17304101 -1.07131447 -0.50237026 -1.49246925 -0.457036  ]
Ridge,4,5,mae,no,[-0.13886754 -0.89587288 -0.58964117 -1.75343732 -0.59428686]
Ridge,4,5,mse,yes,"[1.00055713e+01 1.09004641e+00 1.72357970e-01 5.08165062e-01
 3.44970221e+02]"
Ridge,4,5,mse,no,"[ 8.44584958e+00  8.02672858e-01 -2.75868364e-02  8.54043731e-01
  1.74146262e+02]"
Ridge,5,5,r2_score,yes,"[-1.49668567e+01 -1.08756749e+00 -2.67374293e-01 -5.26080465e-01
 -4.94657701e+02]"
Ridge,5,5,r2_score,no,"[-2.06595689e+01 -8.08143098e-01  3.05303100e-02 -8.34149993e-01
 -2.00539171e+02]"
Ridge,5,5,mae,yes,[-0.21703554 -1.07054093 -0.53811249 -1.48627056 -0.5481179 ]
Ridge,5,5,mae,no,[-0.21639961 -0.89733044 -0.58350881 -1.75378982 -0.63363268]
